kind,path,shape,dtype,size,num_attrs
dataset,/1r5q,"(98, 256)",float32,25088,0
dataset,/1r5r,"(117, 256)",float32,29952,0
dataset,/1r5s,"(132, 256)",float32,33792,0
dataset,/1r5t,"(141, 256)",float32,36096,0
dataset,/1r5y,"(364, 256)",float32,93184,0
dataset,/1r61,"(205, 256)",float32,52480,0
dataset,/1r62,"(140, 256)",float32,35840,0
dataset,/1r6b,"(720, 256)",float32,184320,0
dataset,/1r6d,"(322, 256)",float32,82432,0
dataset,/1r6e,"(168, 256)",float32,43008,0
dataset,/1r6f,"(275, 256)",float32,70400,0
dataset,/1r6j,"(82, 256)",float32,20992,0
dataset,/1r6l,"(238, 256)",float32,60928,0
dataset,/1r6n,"(196, 256)",float32,50176,0
dataset,/1r6o_chain_id_A,"(142, 256)",float32,36352,0
dataset,/1r6o_chain_id_C,"(100, 256)",float32,25600,0
dataset,/1r6r,"(80, 256)",float32,20480,0
dataset,/1r6t,"(451, 256)",float32,115456,0
dataset,/1r6v,"(671, 256)",float32,171776,0
dataset,/1r6w,"(323, 256)",float32,82688,0
dataset,/1r6z,"(499, 256)",float32,127744,0
dataset,/1r71,"(116, 256)",float32,29696,0
dataset,/1r73,"(66, 256)",float32,16896,0
dataset,/1r74,"(279, 256)",float32,71424,0
dataset,/1r75,"(110, 256)",float32,28160,0
dataset,/1r76,"(389, 256)",float32,99584,0
dataset,/1r79,"(84, 256)",float32,21504,0
dataset,/1r7a,"(504, 256)",float32,129024,0
dataset,/1r7h,"(74, 256)",float32,18944,0
dataset,/1r7j,"(90, 256)",float32,23040,0
dataset,/1r7l,"(109, 256)",float32,27904,0
dataset,/1r7m,"(223, 256)",float32,57088,0
dataset,/1r7r,"(692, 256)",float32,177152,0
dataset,/1r85,"(371, 256)",float32,94976,0
dataset,/1r88,"(267, 256)",float32,68352,0
dataset,/1r89,"(437, 256)",float32,111872,0
dataset,/1r8d,"(109, 256)",float32,27904,0
dataset,/1r8e,"(275, 256)",float32,70400,0
dataset,/1r8g,"(362, 256)",float32,92672,0
dataset,/1r8h,"(87, 256)",float32,22272,0
dataset,/1r8i,"(187, 256)",float32,47872,0
dataset,/1r8j,"(278, 256)",float32,71168,0
dataset,/1r8k,"(327, 256)",float32,83712,0
dataset,/1r8n,"(185, 256)",float32,47360,0
dataset,/1r8o_chain_id_A,"(96, 256)",float32,24576,0
dataset,/1r8o_chain_id_B,"(71, 256)",float32,18176,0
dataset,/1r8q_chain_id_A,"(179, 256)",float32,45824,0
dataset,/1r8q_chain_id_D,"(194, 256)",float32,49664,0
dataset,/1r8s_chain_id_A,"(160, 256)",float32,40960,0
dataset,/1r8s_chain_id_B,"(187, 256)",float32,47872,0
dataset,/1r9c,"(130, 256)",float32,33280,0
dataset,/1r9d,"(786, 256)",float32,201216,0
dataset,/1r9f,"(124, 256)",float32,31744,0
dataset,/1r9h,"(118, 256)",float32,30208,0
dataset,/1r9j,"(671, 256)",float32,171776,0
dataset,/1r9l,"(309, 256)",float32,79104,0
dataset,/1r9o,"(461, 256)",float32,118016,0
dataset,/1r9p,"(134, 256)",float32,34304,0
dataset,/1r9w,"(141, 256)",float32,36096,0
dataset,/1ra0,"(423, 256)",float32,108288,0
dataset,/1ra6,"(461, 256)",float32,118016,0
dataset,/1ra9,"(159, 256)",float32,40704,0
dataset,/1raj,"(263, 256)",float32,67328,0
dataset,/1rb9,"(51, 256)",float32,13056,0
dataset,/1rbl_chain_id_A,"(467, 256)",float32,119552,0
dataset,/1rbl_chain_id_B,"(109, 256)",float32,27904,0
dataset,/1rc2,"(231, 256)",float32,59136,0
dataset,/1rc6,"(247, 256)",float32,63232,0
dataset,/1rc9,"(221, 256)",float32,56576,0
dataset,/1rcd,"(171, 256)",float32,43776,0
dataset,/1rcq,"(357, 256)",float32,91392,0
dataset,/1rcu,"(169, 256)",float32,43264,0
dataset,/1rcw,"(214, 256)",float32,54784,0
dataset,/1rd5,"(261, 256)",float32,66816,0
dataset,/1rd8_chain_id_A,"(330, 256)",float32,84480,0
dataset,/1rd8_chain_id_B,"(175, 256)",float32,44800,0
dataset,/1rdl,"(112, 256)",float32,28672,0
dataset,/1rdq,"(345, 256)",float32,88320,0
dataset,/1rds,"(105, 256)",float32,26880,0
dataset,/1rdu,"(116, 256)",float32,29696,0
dataset,/1re0_chain_id_A,"(162, 256)",float32,41472,0
dataset,/1re0_chain_id_B,"(198, 256)",float32,50688,0
dataset,/1re3_chain_id_D,"(63, 256)",float32,16128,0
dataset,/1re3_chain_id_E,"(301, 256)",float32,77056,0
dataset,/1re3_chain_id_F,"(291, 256)",float32,74496,0
dataset,/1re5,"(448, 256)",float32,114688,0
dataset,/1re9,"(404, 256)",float32,103424,0
dataset,/1reg,"(122, 256)",float32,31232,0
dataset,/1reo,"(484, 256)",float32,123904,0
dataset,/1rep,"(216, 256)",float32,55296,0
dataset,/1rf6,"(427, 256)",float32,109312,0
dataset,/1rf8_chain_id_A,"(213, 256)",float32,54528,0
dataset,/1rf8_chain_id_B,"(100, 256)",float32,25600,0
dataset,/1rfe,"(160, 256)",float32,40960,0
dataset,/1rfj,"(148, 256)",float32,37888,0
dataset,/1rfm,"(343, 256)",float32,87808,0
dataset,/1rfn_chain_id_A,"(238, 256)",float32,60928,0
dataset,/1rfn_chain_id_B,"(57, 256)",float32,14592,0
dataset,/1rfs,"(127, 256)",float32,32512,0
dataset,/1rfx,"(89, 256)",float32,22784,0
dataset,/1rfy,"(89, 256)",float32,22784,0
dataset,/1rfz,"(164, 256)",float32,41984,0
dataset,/1rg6,"(67, 256)",float32,17152,0
dataset,/1rg8,"(141, 256)",float32,36096,0
dataset,/1rgi_chain_id_A,"(346, 256)",float32,88576,0
dataset,/1rgi_chain_id_B,"(359, 256)",float32,91904,0
dataset,/1rgo,"(70, 256)",float32,17920,0
dataset,/1rgr,"(93, 256)",float32,23808,0
dataset,/1rgv,"(80, 256)",float32,20480,0
dataset,/1rgw,"(85, 256)",float32,21760,0
dataset,/1rgy,"(360, 256)",float32,92160,0
dataset,/1rh1,"(495, 256)",float32,126720,0
dataset,/1rh5_chain_id_A,"(412, 256)",float32,105472,0
dataset,/1rh5_chain_id_B,"(56, 256)",float32,14336,0
dataset,/1rh6,"(55, 256)",float32,14080,0
dataset,/1rh7,"(81, 256)",float32,20736,0
dataset,/1rh8,"(142, 256)",float32,36352,0
dataset,/1rh9,"(370, 256)",float32,94720,0
dataset,/1rhc,"(330, 256)",float32,84480,0
dataset,/1rhf,"(176, 256)",float32,45056,0
dataset,/1rhg,"(154, 256)",float32,39424,0
dataset,/1rhh_chain_id_A,"(215, 256)",float32,55040,0
dataset,/1rhh_chain_id_B,"(233, 256)",float32,59648,0
dataset,/1rhi_chain_id_A,"(273, 256)",float32,69888,0
dataset,/1rhi_chain_id_B,"(255, 256)",float32,65280,0
dataset,/1rhi_chain_id_C,"(236, 256)",float32,60416,0
dataset,/1rhi_chain_id_D,"(43, 256)",float32,11008,0
dataset,/1rho,"(145, 256)",float32,37120,0
dataset,/1rhs,"(293, 256)",float32,75008,0
dataset,/1rhy,"(181, 256)",float32,46336,0
dataset,/1rhz_chain_id_A,"(432, 256)",float32,110592,0
dataset,/1rhz_chain_id_B,"(65, 256)",float32,16640,0
dataset,/1ri5,"(252, 256)",float32,64512,0
dataset,/1ri6,"(333, 256)",float32,85248,0
dataset,/1ri9,"(77, 256)",float32,19712,0
dataset,/1rie,"(127, 256)",float32,32512,0
dataset,/1rif,"(282, 256)",float32,72192,0
dataset,/1rih_chain_id_A,"(212, 256)",float32,54272,0
dataset,/1rih_chain_id_B,"(224, 256)",float32,57344,0
dataset,/1rii,"(243, 256)",float32,62208,0
dataset,/1ril,"(147, 256)",float32,37632,0
dataset,/1rio_chain_id_C,"(61, 256)",float32,15616,0
dataset,/1rio_chain_id_D,"(97, 256)",float32,24832,0
dataset,/1rip,"(81, 256)",float32,20736,0
dataset,/1riq,"(453, 256)",float32,115968,0
dataset,/1rj2,"(334, 256)",float32,85504,0
dataset,/1rj6,"(265, 256)",float32,67840,0
dataset,/1rj8,"(142, 256)",float32,36352,0
dataset,/1rj9_chain_id_A,"(277, 256)",float32,70912,0
dataset,/1rj9_chain_id_B,"(282, 256)",float32,72192,0
dataset,/1rja,"(100, 256)",float32,25600,0
dataset,/1rjb,"(300, 256)",float32,76800,0
dataset,/1rjc_chain_id_A,"(126, 256)",float32,32256,0
dataset,/1rjc_chain_id_B,"(129, 256)",float32,33024,0
dataset,/1rjd,"(333, 256)",float32,85248,0
dataset,/1rjh,"(118, 256)",float32,30208,0
dataset,/1rjj,"(111, 256)",float32,28416,0
dataset,/1rjl_chain_id_A,"(212, 256)",float32,54272,0
dataset,/1rjl_chain_id_B,"(221, 256)",float32,56576,0
dataset,/1rjl_chain_id_C,"(95, 256)",float32,24320,0
dataset,/1rjm,"(242, 256)",float32,61952,0
dataset,/1rjt,"(73, 256)",float32,18688,0
dataset,/1rju,"(36, 256)",float32,9216,0
dataset,/1rjv,"(110, 256)",float32,28160,0
dataset,/1rjw,"(339, 256)",float32,86784,0
dataset,/1rjx,"(247, 256)",float32,63232,0
dataset,/1rk4,"(213, 256)",float32,54528,0
dataset,/1rk8_chain_id_A,"(88, 256)",float32,22528,0
dataset,/1rk8_chain_id_B,"(128, 256)",float32,32768,0
dataset,/1rk8_chain_id_C,"(33, 256)",float32,8448,0
dataset,/1rkb,"(173, 256)",float32,44288,0
dataset,/1rke_chain_id_A,"(262, 256)",float32,67072,0
dataset,/1rke_chain_id_B,"(178, 256)",float32,45568,0
dataset,/1rki,"(101, 256)",float32,25856,0
dataset,/1rkl,"(36, 256)",float32,9216,0
dataset,/1rkn,"(110, 256)",float32,28160,0
dataset,/1rkq,"(271, 256)",float32,69376,0
dataset,/1rkr,"(129, 256)",float32,33024,0
dataset,/1rkt,"(204, 256)",float32,52224,0
dataset,/1rku,"(206, 256)",float32,52736,0
dataset,/1rkx,"(356, 256)",float32,91136,0
dataset,/1rl0,"(255, 256)",float32,65280,0
dataset,/1rl1,"(92, 256)",float32,23552,0
dataset,/1rl2,"(137, 256)",float32,35072,0
dataset,/1rl4,"(157, 256)",float32,40192,0
dataset,/1rl6,"(164, 256)",float32,41984,0
dataset,/1rlf,"(90, 256)",float32,23040,0
dataset,/1rlg,"(117, 256)",float32,29952,0
dataset,/1rlh,"(151, 256)",float32,38656,0
dataset,/1rli,"(170, 256)",float32,43520,0
dataset,/1rlj,"(136, 256)",float32,34816,0
dataset,/1rlk,"(116, 256)",float32,29696,0
dataset,/1rlm,"(269, 256)",float32,68864,0
dataset,/1rlr,"(739, 256)",float32,189184,0
dataset,/1rlw,"(126, 256)",float32,32256,0
dataset,/1rm4,"(338, 256)",float32,86528,0
dataset,/1rm6_chain_id_A,"(761, 256)",float32,194816,0
dataset,/1rm6_chain_id_B,"(323, 256)",float32,82688,0
dataset,/1rm6_chain_id_C,"(157, 256)",float32,40192,0
dataset,/1rm8,"(169, 256)",float32,43264,0
dataset,/1rmd,"(116, 256)",float32,29696,0
dataset,/1rmf_chain_id_A,"(219, 256)",float32,56064,0
dataset,/1rmf_chain_id_B,"(216, 256)",float32,55296,0
dataset,/1rmg,"(422, 256)",float32,108032,0
dataset,/1rmj,"(108, 256)",float32,27648,0
dataset,/1rmk,"(31, 256)",float32,7936,0
dataset,/1rmr,"(64, 256)",float32,16384,0
dataset,/1rmv,"(156, 256)",float32,39936,0
dataset,/1rnf,"(120, 256)",float32,30720,0
dataset,/1rnj,"(152, 256)",float32,38912,0
dataset,/1ro0,"(210, 256)",float32,53760,0
dataset,/1ro5,"(200, 256)",float32,51200,0
dataset,/1ro7,"(257, 256)",float32,65792,0
dataset,/1roa,"(111, 256)",float32,28416,0
dataset,/1roc,"(155, 256)",float32,39680,0
dataset,/1rod,"(72, 256)",float32,18432,0
dataset,/1roo,"(35, 256)",float32,8960,0
dataset,/1row,"(107, 256)",float32,27392,0
dataset,/1rp0,"(278, 256)",float32,71168,0
dataset,/1rp1,"(448, 256)",float32,114688,0
dataset,/1rp3_chain_id_A,"(235, 256)",float32,60160,0
dataset,/1rp3_chain_id_B,"(77, 256)",float32,19712,0
dataset,/1rp4,"(374, 256)",float32,95744,0
dataset,/1rp5,"(687, 256)",float32,175872,0
dataset,/1rpa,"(342, 256)",float32,87552,0
dataset,/1rpi,"(99, 256)",float32,25344,0
dataset,/1rpm,"(278, 256)",float32,71168,0
dataset,/1rpn,"(322, 256)",float32,82432,0
dataset,/1rpu,"(140, 256)",float32,35840,0
dataset,/1rpx,"(230, 256)",float32,58880,0
dataset,/1rpy,"(90, 256)",float32,23040,0
dataset,/1rq0,"(326, 256)",float32,83456,0
dataset,/1rq2,"(305, 256)",float32,78080,0
dataset,/1rq6,"(62, 256)",float32,15872,0
dataset,/1rq8,"(96, 256)",float32,24576,0
dataset,/1rqb,"(472, 256)",float32,120832,0
dataset,/1rqg,"(606, 256)",float32,155136,0
dataset,/1rqj,"(299, 256)",float32,76544,0
dataset,/1rqp,"(291, 256)",float32,74496,0
dataset,/1rqt,"(37, 256)",float32,9472,0
dataset,/1rqw,"(207, 256)",float32,52992,0
dataset,/1rr7,"(94, 256)",float32,24064,0
dataset,/1rr8,"(496, 256)",float32,126976,0
dataset,/1rra,"(124, 256)",float32,31744,0
dataset,/1rre,"(191, 256)",float32,48896,0
dataset,/1rrh,"(850, 256)",float32,217600,0
dataset,/1rrk,"(488, 256)",float32,124928,0
dataset,/1rrm,"(384, 256)",float32,98304,0
dataset,/1rro,"(108, 256)",float32,27648,0
dataset,/1rrp_chain_id_A,"(204, 256)",float32,52224,0
dataset,/1rrp_chain_id_B,"(134, 256)",float32,34304,0
dataset,/1rrq,"(352, 256)",float32,90112,0
dataset,/1rrv,"(401, 256)",float32,102656,0
dataset,/1rrz,"(66, 256)",float32,16896,0
dataset,/1rso_chain_id_A,"(60, 256)",float32,15360,0
dataset,/1rso_chain_id_B,"(56, 256)",float32,14336,0
dataset,/1rss,"(145, 256)",float32,37120,0
dataset,/1rsy,"(135, 256)",float32,34560,0
dataset,/1rt8,"(482, 256)",float32,123392,0
dataset,/1rtf,"(245, 256)",float32,62720,0
dataset,/1rtq,"(291, 256)",float32,74496,0
dataset,/1rtr,"(283, 256)",float32,72448,0
dataset,/1rtt,"(174, 256)",float32,44544,0
dataset,/1rtu,"(114, 256)",float32,29184,0
dataset,/1rtw,"(208, 256)",float32,53248,0
dataset,/1rty,"(170, 256)",float32,43520,0
dataset,/1ru0,"(100, 256)",float32,25600,0
dataset,/1ru3,"(728, 256)",float32,186368,0
dataset,/1ru4,"(400, 256)",float32,102400,0
dataset,/1ru8,"(230, 256)",float32,58880,0
dataset,/1rur_chain_id_A,"(217, 256)",float32,55552,0
dataset,/1rur_chain_id_B,"(233, 256)",float32,59648,0
dataset,/1rut,"(157, 256)",float32,40192,0
dataset,/1rv0_chain_id_A,"(325, 256)",float32,83200,0
dataset,/1rv0_chain_id_B,"(160, 256)",float32,40960,0
dataset,/1rv3,"(470, 256)",float32,120320,0
dataset,/1rv9,"(242, 256)",float32,61952,0
dataset,/1rvg,"(305, 256)",float32,78080,0
dataset,/1rvk,"(380, 256)",float32,97280,0
dataset,/1rvv,"(154, 256)",float32,39424,0
dataset,/1rvx_chain_id_A,"(324, 256)",float32,82944,0
dataset,/1rvx_chain_id_B,"(160, 256)",float32,40960,0
dataset,/1rw0,"(243, 256)",float32,62208,0
dataset,/1rw1,"(114, 256)",float32,29184,0
dataset,/1rw2,"(152, 256)",float32,38912,0
dataset,/1rw3,"(444, 256)",float32,113664,0
dataset,/1rw5,"(199, 256)",float32,50944,0
dataset,/1rw6,"(192, 256)",float32,49152,0
dataset,/1rwh,"(754, 256)",float32,193024,0
dataset,/1rwi,"(260, 256)",float32,66560,0
dataset,/1rwj,"(81, 256)",float32,20736,0
dataset,/1rwr,"(297, 256)",float32,76032,0
dataset,/1rws,"(68, 256)",float32,17408,0
dataset,/1rwt,"(219, 256)",float32,56064,0
dataset,/1rwu,"(87, 256)",float32,22272,0
dataset,/1rwy,"(109, 256)",float32,27904,0
dataset,/1rwz,"(244, 256)",float32,62464,0
dataset,/1rx0,"(384, 256)",float32,98304,0
dataset,/1rxj,"(120, 256)",float32,30720,0
dataset,/1rxq,"(175, 256)",float32,44800,0
dataset,/1rxt,"(342, 256)",float32,87552,0
dataset,/1rxw,"(311, 256)",float32,79616,0
dataset,/1rxx,"(413, 256)",float32,105728,0
dataset,/1rxy,"(250, 256)",float32,64000,0
dataset,/1ry2,"(620, 256)",float32,158720,0
dataset,/1ry4,"(128, 256)",float32,32768,0
dataset,/1ry6,"(320, 256)",float32,81920,0
dataset,/1ry7_chain_id_A,"(151, 256)",float32,38656,0
dataset,/1ry7_chain_id_B,"(213, 256)",float32,54528,0
dataset,/1rya,"(160, 256)",float32,40960,0
dataset,/1ryb,"(191, 256)",float32,48896,0
dataset,/1ryd,"(381, 256)",float32,97536,0
dataset,/1ryh,"(175, 256)",float32,44800,0
dataset,/1ryi,"(364, 256)",float32,93184,0
dataset,/1ryj,"(70, 256)",float32,17920,0
dataset,/1ryk,"(69, 256)",float32,17664,0
dataset,/1ryl,"(164, 256)",float32,41984,0
dataset,/1ryo,"(324, 256)",float32,82944,0
dataset,/1ryp_chain_id_A,"(243, 256)",float32,62208,0
dataset,/1ryp_chain_id_B,"(250, 256)",float32,64000,0
dataset,/1ryp_chain_id_C,"(244, 256)",float32,62464,0
dataset,/1ryp_chain_id_D,"(241, 256)",float32,61696,0
dataset,/1ryp_chain_id_E,"(242, 256)",float32,61952,0
dataset,/1ryp_chain_id_F,"(233, 256)",float32,59648,0
dataset,/1ryp_chain_id_G,"(244, 256)",float32,62464,0
dataset,/1ryp_chain_id_H,"(206, 256)",float32,52736,0
dataset,/1ryp_chain_id_I,"(222, 256)",float32,56832,0
dataset,/1ryp_chain_id_J,"(205, 256)",float32,52480,0
dataset,/1ryp_chain_id_K,"(199, 256)",float32,50944,0
dataset,/1ryp_chain_id_L,"(212, 256)",float32,54272,0
dataset,/1ryp_chain_id_M,"(223, 256)",float32,57088,0
dataset,/1ryp_chain_id_N,"(234, 256)",float32,59904,0
dataset,/1ryq,"(67, 256)",float32,17152,0
dataset,/1ryu,"(120, 256)",float32,30720,0
dataset,/1rz0,"(152, 256)",float32,38912,0
dataset,/1rz3,"(188, 256)",float32,48128,0
dataset,/1rz4,"(215, 256)",float32,55040,0
dataset,/1rz7_chain_id_A,"(212, 256)",float32,54272,0
dataset,/1rz7_chain_id_B,"(219, 256)",float32,56064,0
dataset,/1rzf_chain_id_A,"(213, 256)",float32,54528,0
dataset,/1rzf_chain_id_B,"(223, 256)",float32,57088,0
dataset,/1rzg_chain_id_A,"(223, 256)",float32,57088,0
dataset,/1rzg_chain_id_D,"(214, 256)",float32,54784,0
dataset,/1rzh_chain_id_A,"(281, 256)",float32,71936,0
dataset,/1rzh_chain_id_B,"(301, 256)",float32,77056,0
dataset,/1rzh_chain_id_C,"(238, 256)",float32,60928,0
dataset,/1rzi_chain_id_C,"(213, 256)",float32,54528,0
dataset,/1rzi_chain_id_F,"(220, 256)",float32,56320,0
dataset,/1rzl,"(91, 256)",float32,23296,0
dataset,/1rzn,"(150, 256)",float32,38400,0
dataset,/1rzo_chain_id_B,"(262, 256)",float32,67072,0
dataset,/1rzo_chain_id_C,"(260, 256)",float32,66560,0
dataset,/1rzs,"(61, 256)",float32,15616,0
dataset,/1rzu,"(478, 256)",float32,122368,0
dataset,/1rzx,"(98, 256)",float32,25088,0
dataset,/1rzy,"(114, 256)",float32,29184,0
dataset,/1s04,"(110, 256)",float32,28160,0
dataset,/1s05,"(129, 256)",float32,33024,0
dataset,/1s0a,"(429, 256)",float32,109824,0
dataset,/1s0p,"(176, 256)",float32,45056,0
dataset,/1s0u,"(396, 256)",float32,101376,0
dataset,/1s0y_chain_id_A,"(62, 256)",float32,15872,0
dataset,/1s0y_chain_id_F,"(57, 256)",float32,14592,0
dataset,/1s12,"(94, 256)",float32,24064,0
dataset,/1s14,"(178, 256)",float32,45568,0
dataset,/1s16,"(380, 256)",float32,97280,0
dataset,/1s1d,"(317, 256)",float32,81152,0
dataset,/1s1f,"(399, 256)",float32,102144,0
dataset,/1s1g,"(110, 256)",float32,28160,0
dataset,/1s1m,"(540, 256)",float32,138240,0
dataset,/1s1p,"(315, 256)",float32,80640,0
dataset,/1s1q_chain_id_A,"(141, 256)",float32,36096,0
dataset,/1s1q_chain_id_D,"(75, 256)",float32,19200,0
dataset,/1s1t,"(535, 256)",float32,136960,0
dataset,/1s21,"(171, 256)",float32,43776,0
dataset,/1s24,"(56, 256)",float32,14336,0
dataset,/1s28,"(130, 256)",float32,33280,0
dataset,/1s29,"(92, 256)",float32,23552,0
dataset,/1s2d,"(167, 256)",float32,42752,0
dataset,/1s2m,"(377, 256)",float32,96512,0
dataset,/1s2o,"(244, 256)",float32,62464,0
dataset,/1s2w,"(261, 256)",float32,66816,0
dataset,/1s2x,"(180, 256)",float32,46080,0
dataset,/1s32_chain_id_E,"(107, 256)",float32,27392,0
dataset,/1s32_chain_id_F,"(101, 256)",float32,25856,0
dataset,/1s32_chain_id_G,"(99, 256)",float32,25344,0
dataset,/1s32_chain_id_H,"(88, 256)",float32,22528,0
dataset,/1s35,"(211, 256)",float32,54016,0
dataset,/1s3a,"(85, 256)",float32,21760,0
dataset,/1s3g,"(217, 256)",float32,55552,0
dataset,/1s3i,"(307, 256)",float32,78592,0
dataset,/1s3j,"(143, 256)",float32,36608,0
dataset,/1s3k_chain_id_A,"(216, 256)",float32,55296,0
dataset,/1s3k_chain_id_B,"(214, 256)",float32,54784,0
dataset,/1s3l,"(165, 256)",float32,42240,0
dataset,/1s3q,"(163, 256)",float32,41728,0
dataset,/1s3s_chain_id_F,"(441, 256)",float32,112896,0
dataset,/1s3s_chain_id_G,"(118, 256)",float32,30208,0
dataset,/1s3z,"(147, 256)",float32,37632,0
dataset,/1s48,"(588, 256)",float32,150528,0
dataset,/1s4b,"(654, 256)",float32,167424,0
dataset,/1s4c,"(155, 256)",float32,39680,0
dataset,/1s4d,"(267, 256)",float32,68352,0
dataset,/1s4e,"(351, 256)",float32,89856,0
dataset,/1s4k,"(120, 256)",float32,30720,0
dataset,/1s4n,"(339, 256)",float32,86784,0
dataset,/1s4v,"(226, 256)",float32,57856,0
dataset,/1s50,"(258, 256)",float32,66048,0
dataset,/1s55,"(156, 256)",float32,39936,0
dataset,/1s57,"(153, 256)",float32,39168,0
dataset,/1s58,"(526, 256)",float32,134656,0
dataset,/1s5a,"(143, 256)",float32,36608,0
dataset,/1s5d_chain_id_A,"(223, 256)",float32,57088,0
dataset,/1s5d_chain_id_B,"(103, 256)",float32,26368,0
dataset,/1s5j,"(745, 256)",float32,190720,0
dataset,/1s5p,"(228, 256)",float32,58368,0
dataset,/1s5q,"(89, 256)",float32,22784,0
dataset,/1s5u,"(136, 256)",float32,34816,0
dataset,/1s68,"(233, 256)",float32,59648,0
dataset,/1s69,"(123, 256)",float32,31488,0
dataset,/1s6b_chain_id_A,"(120, 256)",float32,30720,0
dataset,/1s6b_chain_id_B,"(120, 256)",float32,30720,0
dataset,/1s6c,"(170, 256)",float32,43520,0
dataset,/1s6d,"(103, 256)",float32,26368,0
dataset,/1s6i,"(182, 256)",float32,46592,0
dataset,/1s6j,"(87, 256)",float32,22272,0
dataset,/1s6l,"(192, 256)",float32,49152,0
dataset,/1s6n,"(115, 256)",float32,29440,0
dataset,/1s6u,"(76, 256)",float32,19456,0
dataset,/1s6y,"(422, 256)",float32,108032,0
dataset,/1s70_chain_id_A,"(309, 256)",float32,79104,0
dataset,/1s70_chain_id_B,"(291, 256)",float32,74496,0
dataset,/1s78_chain_id_B,"(571, 256)",float32,146176,0
dataset,/1s78_chain_id_C,"(214, 256)",float32,54784,0
dataset,/1s78_chain_id_D,"(222, 256)",float32,56832,0
dataset,/1s7b,"(107, 256)",float32,27392,0
dataset,/1s7e,"(147, 256)",float32,37632,0
dataset,/1s7i,"(124, 256)",float32,31744,0
dataset,/1s7j,"(260, 256)",float32,66560,0
dataset,/1s7k,"(161, 256)",float32,41216,0
dataset,/1s7m,"(158, 256)",float32,40448,0
dataset,/1s7o,"(108, 256)",float32,27648,0
dataset,/1s7z,"(105, 256)",float32,26880,0
dataset,/1s8i,"(133, 256)",float32,34048,0
dataset,/1s8n,"(190, 256)",float32,48640,0
dataset,/1s94,"(121, 256)",float32,30976,0
dataset,/1s95,"(325, 256)",float32,83200,0
dataset,/1s96,"(205, 256)",float32,52480,0
dataset,/1s98,"(97, 256)",float32,24832,0
dataset,/1s99,"(189, 256)",float32,48384,0
dataset,/1s9a,"(256, 256)",float32,65536,0
dataset,/1s9c,"(284, 256)",float32,72704,0
dataset,/1s9g,"(543, 256)",float32,139008,0
dataset,/1s9i,"(312, 256)",float32,79872,0
dataset,/1s9j,"(297, 256)",float32,76032,0
dataset,/1s9r,"(409, 256)",float32,104704,0
dataset,/1s9u,"(204, 256)",float32,52224,0
dataset,/1s9v_chain_id_A,"(180, 256)",float32,46080,0
dataset,/1s9v_chain_id_B,"(182, 256)",float32,46592,0
dataset,/1sa0_chain_id_A,"(430, 256)",float32,110080,0
dataset,/1sa0_chain_id_B,"(425, 256)",float32,108800,0
dataset,/1sa0_chain_id_E,"(132, 256)",float32,33792,0
dataset,/1sa3,"(262, 256)",float32,67072,0
dataset,/1sa8,"(106, 256)",float32,27136,0
dataset,/1sac,"(204, 256)",float32,52224,0
dataset,/1san,"(62, 256)",float32,15872,0
dataset,/1sat,"(468, 256)",float32,119808,0
dataset,/1saw,"(211, 256)",float32,54016,0
dataset,/1saz,"(374, 256)",float32,95744,0
dataset,/1sb0_chain_id_A,"(87, 256)",float32,22272,0
dataset,/1sb0_chain_id_B,"(25, 256)",float32,6400,0
dataset,/1sb2_chain_id_A,"(132, 256)",float32,33792,0
dataset,/1sb2_chain_id_B,"(127, 256)",float32,32512,0
dataset,/1sb6,"(64, 256)",float32,16384,0
dataset,/1sb8,"(341, 256)",float32,87296,0
dataset,/1sbp,"(309, 256)",float32,79104,0
dataset,/1sbq,"(164, 256)",float32,41984,0
dataset,/1sbs_chain_id_A,"(222, 256)",float32,56832,0
dataset,/1sbs_chain_id_B,"(220, 256)",float32,56320,0
dataset,/1sbx,"(106, 256)",float32,27136,0
dataset,/1sby,"(254, 256)",float32,65024,0
dataset,/1sbz,"(184, 256)",float32,47104,0
dataset,/1sc0,"(137, 256)",float32,35072,0
dataset,/1sc3_chain_id_A,"(173, 256)",float32,44288,0
dataset,/1sc3_chain_id_B,"(88, 256)",float32,22528,0
dataset,/1sc6,"(396, 256)",float32,101376,0
dataset,/1scf,"(124, 256)",float32,31744,0
dataset,/1sch,"(293, 256)",float32,75008,0
dataset,/1scj_chain_id_A,"(275, 256)",float32,70400,0
dataset,/1scj_chain_id_B,"(71, 256)",float32,18176,0
dataset,/1sco,"(38, 256)",float32,9728,0
dataset,/1sct_chain_id_A,"(149, 256)",float32,38144,0
dataset,/1sct_chain_id_B,"(150, 256)",float32,38400,0
dataset,/1scy,"(31, 256)",float32,7936,0
dataset,/1scz,"(233, 256)",float32,59648,0
dataset,/1sd4,"(122, 256)",float32,31232,0
dataset,/1sdd_chain_id_A,"(278, 256)",float32,71168,0
dataset,/1sdd_chain_id_B,"(608, 256)",float32,155648,0
dataset,/1sdi,"(213, 256)",float32,54528,0
dataset,/1sdm,"(347, 256)",float32,88832,0
dataset,/1sdo,"(193, 256)",float32,49408,0
dataset,/1sdw,"(312, 256)",float32,79872,0
dataset,/1se0,"(97, 256)",float32,24832,0
dataset,/1se7,"(83, 256)",float32,21248,0
dataset,/1se8,"(218, 256)",float32,55808,0
